"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1CORT0026","YAMPA 5.1 S, CO US","40.0806","-106.8929","2587.8","2018-07",,,,
"US1NMLU0037","DEMING 15.5 WSW, NM US","32.1811","-107.9976","1327.7","2018-07",,,,
"USS0006J01S","DRY LAKE, CO US","40.53","-106.78","2560.3","2018-07","26.1",",,,T","10.3",",,,T"
"US1CODR0003","DOVE CREEK 12.4 SSW, CO US","37.6009","-108.9951","2012.9","2018-07",,,,
"US1AZCN0088","FLAGSTAFF 4.0 E, AZ US","35.1836","-111.5791","2115.0","2018-07",,,,
"USC00429045","VALLEY OF THE GODS, UT US","37.2681","-109.9272","1611.5","2018-07","35.1",",,,7","21.5","1,,,7"
"USR0000AFRA","FRAZIER WELLS ARIZONA, AZ US","35.8456","-113.055","2063.5","2018-07","29.5",",,,U","17.1",",,,U"
"US1COCF0050","SALIDA 0.9 ESE, CO US","38.5279","-105.9849","2147.3","2018-07",,,,
"US1COCF0052","BUENA VISTA 1.1 NE, CO US","38.8462","-106.129","2432.0","2018-07",,,,
"US1COCF0054","NATHROP 1.9 WSW, CO US","38.716","-106.1105","2425.0","2018-07",,,,
"US1COCF0053","BUENA VISTA 0.6 WNW, CO US","38.8373","-106.1506","2453.0","2018-07",,,,
"USS0007M32S","BEARTOWN, CO US","37.71","-107.51","3535.7","2018-07","18.8",",,,T","5.7",",,,T"
"US1CORT0033","OAK CREEK 5.5 E, CO US","40.264","-106.8527","2235.4","2018-07",,,,
"US1COYU0048","VERNON 7.1 S, CO US","39.8438","-102.3241","1177.1","2018-07",,,,
"US1COBO0159","BOULDER 3.6 WNW, CO US","40.0395","-105.3275","2104.9","2018-07",,,,
"USC00028499","TEMPE ASU, AZ US","33.4258","-111.9216","355.7","2018-07",,,,
"USC00053496","GRAND LAKE 1 NW, CO US","40.2669","-105.8322","2657.9","2018-07","26.2",",,,7","4.7",",,,7"
"US1NMLU0001","DEMING 16 ESE, NM US","32.1694","-107.4995","1250.0","2018-07",,,,
"US1NMLU0002","DEMING 8.6 SE, NM US","32.169","-107.6479","1374.0","2018-07",,,,
"US1NMQY0013","LOGAN 1.5 W, NM US","35.3621","-103.4708","1173.5","2018-07",,,,
"US1CORT0058","STEAMBOAT SPRINGS 6.1 WNW, CO US","40.4984","-106.9336","2003.5","2018-07",,,,
"US1COJF0267","GOLDEN 9.4 WNW, CO US","39.7738","-105.3864","2660.9","2018-07",,,,
"US1COLR1139","FORT COLLINS 1.8 WSW, CO US","40.5437","-105.0984","1552.0","2018-07",,,,
"US1AZYM0001","YUMA 13.8 ESE, AZ US","32.6341","-114.4056","121.3","2018-07",,,,
"US1COLR1137","FORT COLLINS 1.2 NNE, CO US","40.5692","-105.056","1515.8","2018-07",,,,
"USS0007M34S","STUMP LAKES, CO US","37.48","-107.63","3413.8","2018-07","19.0","1,,,T","7.6","1,,,T"
"USC00292030","CONCHAS DAM, NM US","35.4072","-104.1905","1293.6","2018-07","35.4",",,,7","20.6",",,,7"
"US1COCF0015","SALIDA 9.1 NW, CO US","38.6198","-106.1286","2489.9","2018-07",,,,
"US1COLR1133","ESTES PARK 1.7 WNW, CO US","40.3845","-105.5483","2351.2","2018-07",,,,
"USC00053016","FORT LEWIS, CO US","37.2309","-108.0514","2320.7","2018-07","28.6",",,,7","12.1",",,,7"
"USC00056520","PLACERVILLE, CO US","38.0177","-108.0513","2250.3","2018-07","30.0",",,,7","10.9",",,,7"
"US1AZAP0007","NUTRIOSO 1.9 WSW, AZ US","33.9417","-109.2412","2432.3","2018-07",,,,
"US1COLR0284","FCL 3.0 W, CO US","40.5876","-105.1473","1591.1","2018-07",,,,
"US1COLR1131","FORT COLLINS 3.0 N, CO US","40.5985","-105.061","1511.5","2018-07",,,,
"US1COEP0024","BLACK FOREST 2.1 SSE, CO US","38.9831","-104.6904","2208.3","2018-07",,,,
"USS0007M33S","RED MOUNTAIN PASS, CO US","37.89","-107.71","3413.8","2018-07","19.5",",,,T","6.1",",,,T"
"US1COCF0020","MAYSVILLE 2.2 NE, CO US","38.5432","-106.1924","2567.9","2018-07",,,,
"US1NMQY0009","TUCUMCARI 9.7 ESE, NM US","35.1366","-103.5607","121.3","2018-07",,,,
"US1COBO0165","BOULDER 1.8 ESE, CO US","40.0124","-105.2307","1605.1","2018-07",,,,
"USS0006J03S","COLUMBINE, CO US","40.39","-106.6","2792.0","2018-07","24.7",",,,T","8.1",",,,T"
"US1NMQY0008","TUCUMCARI 4.0 NW, NM US","35.2116","-103.773","1232.0","2018-07",,,,
"US1COBO0164","BOULDER 3.0 NNW, CO US","40.0613","-105.2858","1709.0","2018-07",,,,
"US1CORT0064","OAK CREEK 0.4 W, CO US","40.2738","-106.964","2277.8","2018-07",,,,
"US1CORT0063","OAK CREEK 4.7 E, CO US","40.264","-106.8689","2256.4","2018-07",,,,
"US1CORT0061","CLARK 6.6 NNW, CO US","40.7825","-106.9835","2515.5","2018-07",,,,
"US1COYU0078","CLARKVILLE 5.7 E, CO US","40.384","-102.5115","1189.9","2018-07",,,,
"USR0000BADG","BADGER SPRING IVINS 14 W UTAH, UT US","37.1697","-113.9497","1216.2","2018-07","36.7",",,,U","25.3",",,,U"
"USC00029334","WILLCOX, AZ US","32.2553","-109.8369","1271.0","2018-07","36.5",",,,7","18.8",",,,7"
"USC00053486","GRAND JUNCTION WEATHER FORECAST OFFICE, CO US","39.1198","-108.5247","1471.0","2018-07","36.7",",,,7","20.8",",,,7"
"USR0000AOAK","OAK CREEK ARIZONA, AZ US","34.9417","-111.7517","1500.8","2018-07","33.4",",,,U","18.2",",,,U"
"US1CORT0048","STEAMBOAT SPRINGS 7.9 WNW, CO US","40.5219","-106.9593","2027.8","2018-07",,,,
"US1AZCN0069","PAGE 0.2 N, AZ US","36.9125","-111.4501","1330.8","2018-07",,,,
"US1UTCH0008","PROVIDENCE 0.8 WNW, UT US","41.7111","-111.8257","1380.1","2018-07",,,,
"USS0007M35S","CASCADE NUMBER 2, CO US","37.66","-107.8","2718.8","2018-07","26.8",",,,T","9.9",",,,T"
"USC00420688","BIG WATER, UT US","37.0769","-111.6638","1249.7","2018-07","37.1",",,,7","20.5","1,,,7"
"US1COCF0022","NATHROP 5.1 SSW, CO US","38.6597","-106.1093","2423.5","2018-07",,,,
"US1AZCN0066","FLAGSTAFF 2.0 ENE, AZ US","35.2044","-111.6187","2094.3","2018-07",,,,
"US1COCF0025","BUENA VISTA 4.0 WNW, CO US","38.8579","-106.2085","2685.0","2018-07",,,,
"US1COLR1146","WELLINGTON 0.6 SSE, CO US","40.695","-104.9953","1578.3","2018-07",,,,
"USS0013H05S","GEORGE CREEK, UT US","41.92","-113.41","2744.7","2018-07","23.6",",,,T","11.4",",,,T"
"USC00053006","FORT COLLINS 4 E, CO US","40.5756","-105.0236","1499.6","2018-07","31.1",",,,7","14.9",",,,7"
"US1AZCN0061","FLAGSTAFF 2.1 SSW, AZ US","35.1632","-111.6667","2119.0","2018-07",,,,
"USC00053005","FORT COLLINS, CO US","40.5763","-105.0857","1525.2","2018-07","30.8",",,,7","15.1",",,,7"
"USC00053489","GRAND JUNCTION 6 ESE, CO US","39.0422","-108.4663","1450.8","2018-07","35.8","2,,,7","19.8","2,,,7"
"US1UTCH0002","HILLS 0.9 SW, UT US","41.66","-111.89","1371.6","2018-07",,,,
"USR0000CDEV","DEVIL MOUNTAIN COLORADO, CO US","37.2269","-107.3047","2243.3","2018-07","30.4",",,,U","14.3",",,,U"
"US1NMQY0020","MCALISTER 3.7 WNW, NM US","34.7065","-103.84","1444.8","2018-07",,,,
"US1COYU0062","VERNON 3.6 NNE, CO US","39.9774","-102.2507","1164.0","2018-07",,,,
"USC00422864","FLAMING GORGE, UT US","40.9316","-109.4116","1903.2","2018-07",,,,
"USR0000ENTR","ENTERPRISE UTAH, UT US","37.5586","-113.7172","1627.6","2018-07","34.1",",,,U","16.8",",,,U"
"US1NMQY0019","TUCUMCARI 3.4 ENE, NM US","35.1938","-103.6757","1232.9","2018-07",,,,
"US1CORT0053","STEAMBOAT SPRINGS 0.7 ESE, CO US","40.4754","-106.8085","2148.5","2018-07",,,,
"US1AZYM0004","YUMA 9.7 ESE, AZ US","32.6832","-114.4585","71.6","2018-07",,,,
"US1CORT0052","STEAMBOAT SPRINGS 2.5 N, CO US","40.514","-106.824","2135.1","2018-07",,,,
"US1COYU0068","WRAY 4.2 NNE, CO US","40.1369","-102.1981","1122.3","2018-07",,,,
"US1AZYM0007","YUMA 7.7 SE, AZ US","32.6432","-114.523","64.0","2018-07",,,,
"US1NMLU0065","DEMING 4.0 N, NM US","32.3196","-107.7482","1342.9","2018-07",,,,
"US1NMLU0067","DEMING 11.2 SSE, NM US","32.1132","-107.6731","1376.5","2018-07",,,,
"USR0000CDEA","DEAD HORSE COLORADO, CO US","40.0786","-107.3786","2731.0","2018-07","26.4",",,,U","12.1",",,,U"
"USC00052184","DEL NORTE 3 ENE, CO US","37.69099","-106.30791","2391.2","2018-07","28.5",",,,7","10.7",",,,7"
"US1AZCN0033","FLAGSTAFF 2.2 SW, AZ US","35.1704","-111.6815","2146.7","2018-07",,,,
"USW00023009","ROSWELL INDUSTRIAL AIR PARK, NM US","33.3075","-104.5083","1112.2","2018-07","36.1",",,,W","21.2",",,,W"
"US1COCS0012","SAN LUIS 8.8 SW, CO US","37.085","-105.4963","2477.1","2018-07",,,,
"USR0000CDEM","DEMAREE COLORADO, CO US","39.46","-108.88","2181.5","2018-07","31.4",",,,U","18.0",",,,U"
"US1COCS0019","BLANCA 0.3 S, CO US","37.4353","-105.5123","2366.5","2018-07",,,,
"USR0000AFOU","FOUR SPRINGS ARIZONA, AZ US","36.7939","-112.0422","1999.5","2018-07","31.3",",,,U","18.1",",,,U"
"USR0000CLUJ","LUJAN COLORADO, CO US","38.2544","-106.5678","3399.7","2018-07","22.2",",,,U","7.7",",,,U"
"USC00028468","TEEC NOS POS, AZ US","36.9233","-109.09","1612.4","2018-07","36.1",",,,7","20.6",",,,7"
"US1NMLU0077","DEMING 16.1 NNE, NM US","32.4755","-107.6418","1485.3","2018-07",,,,
"US1NMLU0078","HERMANAS 6.1 SW, NM US","31.8122","-108.0458","1389.0","2018-07",,,,
"USS0006K30S","KILN, CO US","39.32","-106.61","2926.1","2018-07","24.5",",,,T","5.5",",,,T"
"USC00026282","PATAGONIA PATON CENTER, AZ US","31.53923","-110.76028","1232.6","2018-07",,,,
"US1AZCN0046","FLAGSTAFF 4.1 NE, AZ US","35.224","-111.5916","2098.9","2018-07",,,,
"US1COCS0022","FORT GARLAND 4.6 SE, CO US","37.3904","-105.3634","0.0","2018-07",,,,
"US1NMLU0073","DEMING 11.6 S, NM US","32.0945","-107.7689","1289.9","2018-07",,,,
"US1COCS0023","FORT GARLAND 3.5 S, CO US","37.3786","-105.429","0.0","2018-07",,,,
"US1COCS0024","FORT GARLAND 2.4 S, CO US","37.3956","-105.4369","2397.3","2018-07",,,,
"US1NMLU0075","DEMING 27.1 WNW, NM US","32.4126","-108.1787","1537.7","2018-07",,,,
"US1COCS0025","FORT GARLAND 0.7 N, CO US","37.4394","-105.4314","0.0","2018-07",,,,
"US1AZMH0003","GOLDEN VALLEY 2.6 WNW, AZ US","35.2328","-114.2719","861.1","2018-07",,,,
"US1COCS0026","FORT GARLAND 1.8 W, CO US","37.4351","-105.4627","0.0","2018-07",,,,
"US1AZMH0004","TOPOCK 3.3 NNW, AZ US","34.7663","-114.4954","169.2","2018-07",,,,
"US1COCS0027","FORT GARLAND 2.8 WNW, CO US","37.4388","-105.48","0.0","2018-07",,,,
"US1COEP0037","COLORADO SPRINGS 5.7 WNW, CO US","38.9052","-104.8491","2012.9","2018-07",,,,
"US1AZMH0006","LAKE HAVASU 3.5 NE, AZ US","34.521","-114.2802","451.4","2018-07",,,,
"USC00029309","WIKIEUP, AZ US","34.7055","-113.6124","612.6","2018-07","40.4",",,,7","23.4",",,,7"
"USS0010M01S","LONESOME BEAVER, UT US","38.08","-110.77","2956.6","2018-07","23.4",",,,T","14.1",",,,T"
"USC00054388","JOHN MARTIN DAM, CO US","38.0634","-102.9298","1162.5","2018-07","35.0","1,,,7","18.7","1,,,7"
"USC00055236","LOVELAND 2 N, CO US","40.435","-105.085","1548.4","2018-07","31.3",",,,7","13.5",",,,7"
"US1NMLU0043","DEMING 0.6 SSW, NM US","32.2541","-107.7536","1318.0","2018-07",,,,
"US1AZCN0019","FLAGSTAFF 3.5 E, AZ US","35.1926","-111.5874","2097.0","2018-07",,,,
"US1CORT0016","STEAMBOAT SPRINGS 1.1 E, CO US","40.4848","-106.8092","2183.9","2018-07",,,,
"US1AZCN0014","FLAGSTAFF 3.4 NE, AZ US","35.2191","-111.6013","2124.5","2018-07",,,,
"USC00427271","RICHMOND, UT US","41.9063","-111.81","1426.5","2018-07","33.9",",,,7","15.4",",,,7"
"USS0008M10S","COLUMBUS BASIN, CO US","37.44","-108.02","3287.3","2018-07","19.4",",,,T","7.9","1,,,T"
"US1NMLU0049","COLUMBUS 20.1 W, NM US","31.8401","-107.9828","1382.9","2018-07",,,,
"US1COCF0056","BUENA VISTA 5.1 NW, CO US","38.8911","-106.1982","2607.9","2018-07",,,,
"US1COCF0055","SALIDA 1.8 SSW, CO US","38.5089","-106.0147","2311.6","2018-07",,,,
"US1NMLU0041","DEMING 7.8 S, NM US","32.15","-107.774","1302.4","2018-07",,,,
"USC00428119","SPANISH FORK POWER HOUSE, UT US","40.08003","-111.6046","1438.7","2018-07","35.4",",,,7","18.0",",,,7"
"US1COEP0068","COLORADO SPRINGS 5.8 ENE, CO US","38.872","-104.7262","1976.9","2018-07",,,,
"US1COEP0066","BLACK FOREST 3.9 NNE, CO US","39.0999","-104.6445","2292.1","2018-07",,,,
"USS0007K11S","SCHOFIELD PASS, CO US","39.02","-107.05","3261.4","2018-07","21.9",",,,T","6.7",",,,T"
"US1CORT0022","CLARK 0.7 NW, CO US","40.7078","-106.929","2201.0","2018-07",,,,
"US1COEP0064","COLORADO SPRINGS 2.1 NW, CO US","38.8497","-104.8537","1887.9","2018-07",,,,
"US1COEP0061","GLENEAGLE 0.4 WNW, CO US","39.0471","-104.8302","2108.9","2018-07",,,,
"US1NMLU0054","DEMING 5.8 WSW, NM US","32.2337","-107.8449","1336.5","2018-07",,,,
"USC00291153","BRANTLEY DAM, NM US","32.5158","-104.3828","979.3","2018-07","36.1",",,,7","21.3",",,,7"
"US1CORG0032","CENTER 3.2 SW, CO US","37.7186","-106.1504","2343.9","2018-07",,,,
"US1NMLU0055","HACHITA 10.2 ESE, NM US","31.8613","-108.1599","1395.4","2018-07",,,,
"US1CORG0033","DEL NORTE 8.6 SSW, CO US","37.5564","-106.3859","2889.2","2018-07",,,,
"USC00052196","DELTA 3 E, CO US","38.7538","-108.0277","1532.2","2018-07","35.3",",,,7","15.4",",,,7"
"US1NMLU0057","HIDDEN VALLEY RANCH, NM US","32.4298","-107.7611","1458.5","2018-07",,,,
"US1NMLU0058","PANCHO VILLA S.P., NM US","31.827","-107.6406","1243.6","2018-07",,,,
"US1AZCN0021","FLAGSTAFF 6.8 NW, AZ US","35.256","-111.7404","2231.1","2018-07",,,,
"US1COJF0290","WHEAT RIDGE 2.8 WSW, CO US","39.7564","-105.1468","1696.5","2018-07",,,,
"US1NMLU0051","DEMING 4.0 SE, NM US","32.2297","-107.6939","1301.5","2018-07",,,,
"US1AZCN0020","WILLIAMS 3.3 SSE, AZ US","35.1934","-112.1765","2209.8","2018-07",,,,
"US1AZMH0027","DOLAN SPRINGS 1.4 NNE, AZ US","35.6126","-114.2662","1063.1","2018-07",,,,
"US1COEP0058","IVYWILD 0.6 E, CO US","38.7989","-104.8386","1847.1","2018-07",,,,
"USS0007K12S","BISON LAKE, CO US","39.76","-107.36","3316.2","2018-07","19.5",",,,T","8.6",",,,T"
"USS0007M30S","SLUMGULLION, CO US","37.99","-107.2","3486.9","2018-07","19.5",",,,T","7.8","1,,,T"
"US1COEP0055","MONUMENT 2.9 N, CO US","39.1125","-104.859","2214.1","2018-07",,,,
"USC00054380","JOES, CO US","39.6552","-102.68043","1303.0","2018-07","31.9",",,,7","15.4","1,,,7"
"USR0000AFLG","FLAGSTAFF ARIZONA, AZ US","35.145","-111.675","2133.6","2018-07","28.2",",,,U","11.9",",,,U"
"USR0000ASES","SELLES ARIZONA, AZ US","31.91","-111.8975","721.2","2018-07","38.6",",,,U","24.3",",,,U"
"US1COYU0024","LIBERTY 5.5 NW, CO US","39.7041","-102.708","1289.0","2018-07",,,,
"USC00422828","FILLMORE, UT US","38.96634","-112.3279","1560.6","2018-07","33.3","2,,,H","19.0","2,,,H"
"USS0006H22S","WHISKEY PARK, WY US","41.0","-106.91","2728.0","2018-07","23.9",",,,T","6.8","1,,,T"
"US1AZNV0020","PINETOP LAKESIDE 1.4 NNW, AZ US","34.1589","-109.9693","2051.0","2018-07",,,,
"US1COLR0225","DRAKE 3.0 NNE, CO US","40.47","-105.3092","2058.0","2018-07",,,,
"US1AZNV0024","OVERGAARD 1.4 ENE, AZ US","34.397","-110.529","2025.7","2018-07",,,,
"USC00054726","LA JUNTA 20 S, CO US","37.75144","-103.47671","1283.2","2018-07","33.9",",,,7","17.4",",,,7"
"USS0011H01S","KLONDIKE NARROWS, UT US","41.97","-111.6","2209.8","2018-07","26.5",",,,T","9.8",",,,T"
"USC00297340","REDROCK 1 NNE, NM US","32.7047","-108.728","1236.3","2018-07","34.9","1,,,7","18.5","1,,,7"
"USC00054724","LA JUNTA, CO US","37.9824","-103.5439","1277.7","2018-07","34.1",",,,7","17.1",",,,7"
"US1NMDA0327","LAS CRUCES 2.6 SSE, NM US","32.3029","-106.7338","1269.2","2018-07",,,,
"USW00023049","SANTA FE CO MUNICIPAL AIRPORT, NM US","35.61694","-106.08889","1933.7","2018-07","31.8",",,,W","15.2",",,,W"
"US1NMDA0329","LAS CRUCES 7.1 ESE, NM US","32.2915","-106.6469","1394.8","2018-07",,,,
"USW00023048","TUCUMCARI MUNICIPAL AIRPORT, NM US","35.18222","-103.60306","1239.0","2018-07","35.9",",,,W","19.0",",,,W"
"US1CODG0091","CASTLE ROCK 8.2 NNW, CO US","39.485","-104.9089","1947.1","2018-07",,,,
"US1COFM0050","PENROSE 2.3 NNW, CO US","38.4622","-105.0277","1709.9","2018-07",,,,
"US1NMDA0320","LAS CRUCES 5.2 WSW, NM US","32.3129","-106.8399","1191.5","2018-07",,,,
"US1COME0106","PALISADE 3.3 ENE, CO US","39.1325","-108.3062","1567.3","2018-07",,,,
"USR0000ASUN","SUNSET POINT ARIZONA, AZ US","34.1953","-112.1417","902.2","2018-07","36.4",",,,U","23.2",",,,U"
"USS0012M07S","PANGUITCH LAKE RANGER STATION, UT US","37.7","-112.65","2545.1","2018-07","25.7",",,,T","11.0",",,,T"
"US1NMDA0321","LAS CRUCES 12.4 NW, NM US","32.4673","-106.901","1206.1","2018-07",,,,
"US1COMR0081","HILLROSE 2.5 SSW, CO US","40.293","-103.5465","1285.0","2018-07",,,,
"US1COMR0084","BRUSH 0.3 E, CO US","40.2565","-103.6273","1293.9","2018-07",,,,
"US1COSA0002","CRESTONE 1.2 SSE, CO US","37.9802","-105.689","2464.3","2018-07",,,,
"US1COMR0083","BRUSH 7.3 SSE, CO US","40.1539","-103.6024","1311.9","2018-07",,,,
"USC00051681","COAL CREEK CANYON, CO US","39.8958","-105.3847","2728.0","2018-07","23.8",",,,7","8.5",",,,7"
"USW00023054","LAS VEGAS MUNICIPAL AIRPORT, NM US","35.65417","-105.14194","2095.2","2018-07","28.5",",,,W","12.6",",,,W"
"US1COFM0059","CANON CITY 0.7 SSE, CO US","38.454","-105.2384","1644.1","2018-07",,,,
"US1AZCN0003","WILLIAMS 0.4 SW, AZ US","35.2432","-112.1951","2080.6","2018-07",,,,
"USC00427260","RICHFIELD RADIO KSVC, UT US","38.7619","-112.0775","1615.4","2018-07","34.1",",,,7","14.0",",,,7"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","35.0419","-106.6155","1618.5","2018-07","33.3",",,,W","19.7",",,,W"
"US1COCH0031","CHEYENNE WELLS 0.7 WNW, CO US","38.8218","-102.3636","1303.9","2018-07",,,,
"US1AZNV0035","SNOWFLAKE 1.4 SW, AZ US","34.4931","-110.0843","1741.0","2018-07",,,,
"USR0000ABRK","BLACK ROCK ARIZONA, AZ US","36.7944","-113.7567","2158.0","2018-07","28.5",",,,U","17.5",",,,U"
"USW00023052","RATON MUNICIPAL CREWS FIELD AIRPORT, NM US","36.74139","-104.50222","1935.2","2018-07","31.2",",,,W","12.8",",,,W"
"US1COCH0033","KIT CARSON 10.6 SE, CO US","38.6542","-102.6579","1255.8","2018-07",,,,
"USW00023051","CLAYTON MUNICIPAL AIR PARK, NM US","36.4486","-103.1539","1511.8","2018-07","31.5",",,,W","15.7",",,,W"
"USC00053867","HAYDEN, CO US","40.4926","-107.2548","1971.1","2018-07","31.7",",,,7","10.9",",,,7"
"US1NMDA0334","LAS CRUCES 4.5 SSW, NM US","32.274","-106.778","1186.6","2018-07",,,,
"US1AZMR0198","PHOENIX 5.6 N, AZ US","33.5204","-112.0687","355.1","2018-07",,,,
"US1AZMR0197","CHANDLER 3.8 N, AZ US","33.3552","-111.8461","368.2","2018-07",,,,
"US1NMDA0336","LAS CRUCES 5.6 SSE, NM US","32.2603","-106.7201","1228.6","2018-07",,,,
"US1NMDA0338","LAS CRUCES 0.8 ESE, NM US","32.3332","-106.7429","1298.8","2018-07",,,,
"US1NMDA0339","LAS CRUCES 6.0 ESE, NM US","32.3016","-106.6616","1378.3","2018-07",,,,
"USS0007S03S","MCKNIGHT CABIN, NM US","33.01","-107.87","2816.4","2018-07","22.2",",,,T","12.4",",,,T"
"USS0005N19S","TOLBY, NM US","36.47","-105.19","3102.9","2018-07",,,"7.5",",,,T"
"USR0000ASTH","STRAY HORSE ARIZONA, AZ US","33.5406","-109.3169","2139.7","2018-07","26.4",",,,U","15.1",",,,U"
"USC00059175","WINTER PARK, CO US","39.8898","-105.76206","2772.2","2018-07",,,,
"USC00025825","NATURAL BRIDGE, AZ US","34.322","-111.4532","1404.5","2018-07","32.9",",,,7",,
"USC00024977","LITCHFIELD PARK, AZ US","33.4991","-112.363","317.0","2018-07","41.6",",,,7","27.9",",,,7"
"US1COMR0092","FORT MORGAN 5.2 S, CO US","40.1897","-103.7917","1325.6","2018-07",,,,
"US1COCH0040","CHEYENNE WELLS 0.5 SE, CO US","38.8143","-102.3438","1299.1","2018-07",,,,
"US1COSA0011","LA GARITA 5.6 WSW, CO US","37.7922","-106.3409","2514.9","2018-07",,,,
"USR0000ASTA","STANTON ARIZONA, AZ US","34.1667","-112.7333","1097.3","2018-07","35.9",",,,U","24.8",",,,U"
"US1COAD0153","WESTMINSTER 1.6 NE, CO US","39.8964","-105.0276","1647.1","2018-07",,,,
"US1COME0112","GRAND JUNCTION 4.3 SW, CO US","39.0516","-108.6176","1486.2","2018-07",,,,
"USR0000AOLA","OLAF KNOLLS ARIZONA, AZ US","36.5072","-113.8161","883.9","2018-07","39.6",",,,U","25.6",",,,U"
"US1COFM0021","COTOPAXI 4.8 SSE, CO US","38.3086","-105.6417","2275.9","2018-07",,,,
"US1COAD0119","THORNTON 1.9 ESE, CO US","39.8786","-104.9246","1549.3","2018-07",,,,
"USS0011R13S","BAR M, AZ US","34.86","-111.61","1948.6","2018-07","29.3",",,,T","12.8",",,,T"
"US1NMDA0347","LAS CRUCES 1.7 NNE, NM US","32.338","-106.771","1224.7","2018-07",,,,
"USS0005N18S","GALLEGOS PEAK, NM US","36.19","-105.56","2987.0","2018-07","23.3",",,,T","11.1",",,,T"
"USC00054742","LAKE GEORGE 8 SW, CO US","38.9075","-105.4705","2606.0","2018-07","26.7","1,,,7","8.8","1,,,7"
"USS0007S04S","LOOKOUT MOUNTAIN, NM US","33.36","-107.83","2590.8","2018-07","24.0",",,,T","13.3",",,,T"
"USR0000CDOW","DOWD JUNCTION COLORADO, CO US","39.6269","-106.4517","2742.6","2018-07","25.4",",,,U","8.9",",,,U"
"USS0009L01S","LASAL MOUNTAIN LOWER, UT US","38.48","-109.29","2689.9","2018-07","25.5",",,,T","12.8",",,,T"
"US1NMCH0011","ROSWELL 17.4 N, NM US","33.6215","-104.5022","1095.1","2018-07",,,,
"US1NMDA0343","LAS CRUCES 7.6 WSW, NM US","32.3086","-106.8809","1276.5","2018-07",,,,
"USC00022782","EAST MESA, AZ US","33.4191","-111.6444","462.7","2018-07","41.6",",,,7","27.3",",,,7"
"USR0000ASSA","ASSAY HATCH 10 SW, UT US","37.5167","-112.5556","2468.9","2018-07","28.3",",,,U","12.4",",,,U"
"US1NMCH0018","ROSWELL 3.4 NNE, NM US","33.4195","-104.5172","1096.4","2018-07",,,,
"USC00050372","ASPEN 1 SW, CO US","39.1852","-106.838","2491.7","2018-07","26.7",",,,7","9.6",",,,7"
"USC00296006","NADINE 2 E, NM US","32.6236","-103.0842","1001.3","2018-07",,,,
"US1COAD0127","AURORA 4.2 NNW, CO US","39.7517","-104.8543","1628.5","2018-07",,,,
"US1NMDA0355","LAS CRUCES 2.7 SSW, NM US","32.3032","-106.781","1186.9","2018-07",,,,
"US1COLR0213","ESTES PARK 1.8 SE, CO US","40.3551","-105.4937","2361.9","2018-07",,,,
"USC00054736","LAKE CITY 1 NNE, CO US","38.0523","-107.3037","2656.0","2018-07","27.4",",,,7","8.3",",,,7"
"US1NMDA0356","MESILLA 5.7 WNW, NM US","32.3151","-106.8884","1288.1","2018-07",,,,
"USC00425065","LEVAN, UT US","39.5608","-111.8652","1614.8","2018-07","34.4",",,,7","16.8",",,,7"
"USS0011R12S","MORMON MOUNTAIN SUMMIT, AZ US","34.97","-111.51","2590.8","2018-07","24.7",",,,T","14.0",",,,T"
"USC00295150","LOS LUNAS 3 SSW, NM US","34.7675","-106.7611","1475.2","2018-07","33.7",",,,7","17.1",",,,7"
"US1COEP0402","FALCON 3.2 W, CO US","38.9332","-104.6788","2100.1","2018-07",,,,
"US1COFM0034","CANON CITY 2.5 ENE, CO US","38.4523","-105.1967","1627.0","2018-07",,,,
"US1COWE0397","EATON 4.3 ENE, CO US","40.5386","-104.6299","1482.9","2018-07",,,,
"US1NMCH0023","ROSWELL 38.7 NNW, NM US","33.9117","-104.7065","1378.6","2018-07",,,,
"US1NMCH0022","ROSWELL 52.1 NNW, NM US","34.0799","-104.8366","1437.4","2018-07",,,,
"US1NMDA0350","LAS CRUCES 2.1 NNE, NM US","32.3649","-106.7274","1300.6","2018-07",,,,
"US1COWE0394","NEW RAYMER 9.4 W, CO US","40.6124","-103.959","1500.2","2018-07",,,,
"US1NMDA0352","WHITE SANDS 1.3 ESE, NM US","32.3751","-106.4726","1280.8","2018-07",,,,
"US1NMDA0354","LAS CRUCES 7.8 ESE, NM US","32.2779","-106.6416","1383.2","2018-07",,,,
"US1NMCH0029","ROSWELL 35.6 NNW, NM US","33.8516","-104.7501","1288.7","2018-07",,,,
"US1COWE0392","ERIE 0.5 SE, CO US","40.0235","-105.0393","1564.2","2018-07",,,,
"US1NMCH0027","ROSWELL 19.3 N, NM US","33.6508","-104.5332","1121.4","2018-07",,,,
"US1NMCH0025","ROSWELL 1.7 NW, NM US","33.3914","-104.5454","1098.8","2018-07",,,,
"USC00054762","LAKEWOOD, CO US","39.7488","-105.1205","1719.1","2018-07","30.2",",,,7","15.6",",,,7"
"USS0009S07S","CORONADO TRAIL, AZ US","33.8","-109.15","2560.3","2018-07","24.1",",,,T","10.1",",,,T"
